Category,Country,Customer Name,Discount,Order Date,Order ID,Product Name,Profit,Quantity,Region,Returned,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
Office Supplies,United States,Sanjit Jacobs,0.8,17/09/16,CA-2014-105669,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,-10.15,5,Central,,5.8,Home Office,22/09/16,Second Class,Texas,Binders
Office Supplies,United States,Meg O'Connel,0,17/09/16,CA-2014-157931,Easy-staple paper,49.9704,3,South,,106.32,Home Office,22/09/16,Second Class,Georgia,Paper
Technology,United States,Sanjit Jacobs,0.2,17/09/16,CA-2014-105669,Polycom VoiceStation 500 Conference phone,88.485,6,Central,,1415.76,Home Office,22/09/16,Second Class,Texas,Phones
Office Supplies,United States,Gary Zandusky,0,17/09/16,CA-2014-126928,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",9.534,3,East,,34.05,Consumer,23/09/16,Standard Class,New Jersey,Storage
Technology,United States,Gary Zandusky,0,17/09/16,CA-2014-126928,Lexmark 20R1285 X6650 Wireless All-in-One Printer,225.6,4,East,,480,Consumer,23/09/16,Standard Class,New Jersey,Machines
Office Supplies,United States,Dan Campbell,0.2,18/09/16,CA-2014-131016,Newell 314,0.558,2,Central,,8.928,Consumer,20/09/16,First Class,Texas,Art
Office Supplies,United States,Dan Campbell,0.2,18/09/16,CA-2014-131016,Acco Perma 2700 Stacking Storage Drawers,-2.974,2,Central,,47.584,Consumer,20/09/16,First Class,Texas,Storage
Office Supplies,United States,Pete Armstrong,0.2,18/09/16,CA-2014-140508,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,35.89,4,Central,,114.848,Home Office,21/09/16,First Class,Texas,Envelopes
Furniture,United States,Saphhira Shifley,0,18/09/16,CA-2014-164756,"Master Caster Door Stop, Gray",6.9088,4,South,,20.32,Corporate,22/09/16,Standard Class,Georgia,Furnishings
Office Supplies,United States,Tony Sayre,0.2,18/09/16,CA-2014-166856,Wilson Jones Easy Flow II Sheet Lifters,3.528,7,West,,10.08,Consumer,22/09/16,Standard Class,New Mexico,Binders
Office Supplies,United States,Barry Französisch,0,18/09/16,CA-2014-133333,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",10.224,4,Central,,22.72,Corporate,22/09/16,Standard Class,Wisconsin,Paper
Office Supplies,United States,Saphhira Shifley,0,18/09/16,CA-2014-164756,"Hunt PowerHouse Electric Pencil Sharpener, Blue",34.182,3,South,,113.94,Corporate,22/09/16,Standard Class,Georgia,Art
Office Supplies,United States,Saphhira Shifley,0,18/09/16,CA-2014-164756,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",24.4608,7,South,,50.96,Corporate,22/09/16,Standard Class,Georgia,Paper
Office Supplies,United States,Saphhira Shifley,0,18/09/16,CA-2014-164756,Xerox 1917,114.9385,5,South,,244.55,Corporate,22/09/16,Standard Class,Georgia,Paper
Office Supplies,United States,Saphhira Shifley,0,18/09/16,CA-2014-164756,Xerox 1997,12.4416,4,South,,25.92,Corporate,22/09/16,Standard Class,Georgia,Paper
Office Supplies,United States,Saphhira Shifley,0,18/09/16,CA-2014-164756,"Fiskars 8"" Scissors, 2/Pack",9.9992,2,South,,34.48,Corporate,22/09/16,Standard Class,Georgia,Supplies
Technology,United States,Tony Sayre,0,18/09/16,CA-2014-166856,Kingston Digital DataTraveler 64GB USB 2.0,8.1072,3,West,,101.34,Consumer,22/09/16,Standard Class,New Mexico,Accessories
Technology,United States,Saphhira Shifley,0,18/09/16,CA-2014-164756,AT&T CL83451 4-Handset Telephone,119.4742,2,South,,411.98,Corporate,22/09/16,Standard Class,Georgia,Phones
Technology,United States,Saphhira Shifley,0,18/09/16,CA-2014-164756,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,26.7904,8,South,,95.68,Corporate,22/09/16,Standard Class,Georgia,Phones
Office Supplies,United States,Tamara Manning,0,18/09/16,CA-2014-134439,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",7.98,2,Central,,15.96,Consumer,23/09/16,Second Class,Nebraska,Paper
Office Supplies,United States,Sally Hughsby,0,18/09/16,CA-2014-106180,Newell 343,2.3814,3,West,,8.82,Corporate,23/09/16,Standard Class,California,Art
Office Supplies,United States,Sally Hughsby,0,18/09/16,CA-2014-106180,Convenience Packs of Business Envelopes,5.1042,3,West,,10.86,Corporate,23/09/16,Standard Class,California,Envelopes
Office Supplies,United States,Sally Hughsby,0,18/09/16,CA-2014-106180,Xerox 1911,68.976,3,West,,143.7,Corporate,23/09/16,Standard Class,California,Paper
Furniture,United States,Muhammed MacIntyre,0,18/09/16,CA-2014-148068,Ultra Door Push Plate,3.2406,2,East,,9.82,Corporate,25/09/16,Standard Class,New York,Furnishings
Office Supplies,United States,Muhammed MacIntyre,0,18/09/16,CA-2014-148068,Xerox 203,9.3312,3,East,,19.44,Corporate,25/09/16,Standard Class,New York,Paper
Office Supplies,United States,Frank Gastineau,0.7,19/09/16,CA-2014-160801,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",-3.3894,3,East,,4.842,Home Office,19/09/16,Same Day,Pennsylvania,Binders
Office Supplies,United States,Erin Smith,0.2,19/09/16,CA-2014-139619,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",9.5616,2,South,,95.616,Corporate,23/09/16,Standard Class,Florida,Storage
Office Supplies,United States,Julie Prescott,0,19/09/16,CA-2014-139787,SANFORD Major Accent Highlighters,13.452,5,South,,35.4,Home Office,23/09/16,Standard Class,Georgia,Art
Office Supplies,United States,Jessica Myrick,0,19/09/16,US-2014-148866,Xerox 228,15.552,5,East,,32.4,Consumer,24/09/16,Standard Class,New York,Paper
Office Supplies,United States,Dave Poirier,0,19/09/16,CA-2014-102974,Boston 16765 Mini Stand Up Battery Pencil Sharpener,6.0632,2,West,,23.32,Corporate,24/09/16,Standard Class,California,Art
Office Supplies,United States,Dave Poirier,0,19/09/16,CA-2014-102974,Newell 33,4.8546,3,West,,16.74,Corporate,24/09/16,Standard Class,California,Art
Technology,United States,Dave Poirier,0,19/09/16,CA-2014-102974,Microsoft Natural Ergonomic Keyboard 4000,31.4895,5,West,,149.95,Corporate,24/09/16,Standard Class,California,Accessories
Furniture,United States,Justin Ritter,0.7,19/09/16,CA-2014-143378,O'Sullivan 4-Shelf Bookcase in Odessa Pine,-128.2388,2,West,,72.588,Corporate,25/09/16,Standard Class,Oregon,Bookcases
Furniture,United States,Justin Ritter,0.2,19/09/16,CA-2014-143378,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",61.3824,8,West,,409.216,Corporate,25/09/16,Standard Class,Oregon,Furnishings
Office Supplies,United States,Justin Ritter,0.2,19/09/16,CA-2014-143378,Peel-Off China Markers,6.5538,3,West,,23.832,Corporate,25/09/16,Standard Class,Oregon,Art
Technology,United States,Justin Ritter,0.2,19/09/16,CA-2014-143378,Mophie Juice Pack Helium for iPhone,19.1976,3,West,,191.976,Corporate,25/09/16,Standard Class,Oregon,Phones
Office Supplies,United States,Adrian Barton,0.7,19/09/16,CA-2014-153822,Plastic Binding Combs,-13.938,4,West,Yes,18.18,Consumer,25/09/16,Standard Class,Arizona,Binders
Office Supplies,United States,Adrian Barton,0.2,19/09/16,CA-2014-153822,Akro Stacking Bins,-2.5248,2,West,Yes,12.624,Consumer,25/09/16,Standard Class,Arizona,Storage
Technology,United States,Adrian Barton,0.2,19/09/16,CA-2014-153822,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,4.4792,2,West,Yes,89.584,Consumer,25/09/16,Standard Class,Arizona,Accessories
Technology,United States,Adrian Barton,0.2,19/09/16,CA-2014-153822,Polycom VoiceStation 500 Conference phone,29.495,2,West,Yes,471.92,Consumer,25/09/16,Standard Class,Arizona,Phones
Furniture,United States,Seth Vernon,0.1,20/09/16,CA-2014-100111,"Global Leather Task Chair, Black",8.0991,1,East,Yes,80.991,Consumer,26/09/16,Standard Class,New York,Chairs
Furniture,United States,Seth Vernon,0.1,20/09/16,CA-2014-100111,Global Troy Executive Leather Low-Back Tilter,375.735,5,East,Yes,2254.41,Consumer,26/09/16,Standard Class,New York,Chairs
Furniture,United States,Seth Vernon,0.1,20/09/16,CA-2014-100111,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,609.7157,11,East,Yes,2888.127,Consumer,26/09/16,Standard Class,New York,Chairs
Furniture,United States,Seth Vernon,0.1,20/09/16,CA-2014-100111,Hon Valutask Swivel Chairs,18.1764,3,East,Yes,272.646,Consumer,26/09/16,Standard Class,New York,Chairs
Office Supplies,United States,Seth Vernon,0.2,20/09/16,CA-2014-100111,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3.9771,3,East,Yes,11.784,Consumer,26/09/16,Standard Class,New York,Binders
Office Supplies,United States,Seth Vernon,0,20/09/16,CA-2014-100111,Advantus Push Pins,1.7876,2,East,Yes,4.36,Consumer,26/09/16,Standard Class,New York,Fasteners
Office Supplies,United States,Seth Vernon,0,20/09/16,CA-2014-100111,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",6.3296,2,East,Yes,13.76,Consumer,26/09/16,Standard Class,New York,Paper
Office Supplies,United States,Seth Vernon,0,20/09/16,CA-2014-100111,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",18.1044,9,East,Yes,38.52,Consumer,26/09/16,Standard Class,New York,Paper
Office Supplies,United States,Seth Vernon,0,20/09/16,CA-2014-100111,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",12.712,4,East,Yes,45.4,Consumer,26/09/16,Standard Class,New York,Storage
Technology,United States,Seth Vernon,0,20/09/16,CA-2014-100111,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,20.3898,3,East,Yes,59.97,Consumer,26/09/16,Standard Class,New York,Accessories
Technology,United States,Seth Vernon,0,20/09/16,CA-2014-100111,"Logitech Wireless Boombox Speaker - portable - wireless, wired",95.76,2,East,Yes,212.8,Consumer,26/09/16,Standard Class,New York,Accessories
Technology,United States,Seth Vernon,0,20/09/16,CA-2014-100111,SanDisk Cruzer 64 GB USB Flash Drive,21.792,2,East,Yes,72.64,Consumer,26/09/16,Standard Class,New York,Accessories
Technology,United States,Seth Vernon,0,20/09/16,CA-2014-100111,Apple iPhone 5,350.9082,2,East,Yes,1299.66,Consumer,26/09/16,Standard Class,New York,Phones
Technology,United States,Seth Vernon,0,20/09/16,CA-2014-100111,Plantronics Cordless Phone Headset with In-line Volume - M214C,28.3095,3,East,Yes,104.85,Consumer,26/09/16,Standard Class,New York,Phones
Office Supplies,United States,Brendan Murry,0,21/09/16,CA-2014-165155,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",3.8775,1,West,,15.51,Corporate,23/09/16,First Class,California,Storage
Technology,United States,Muhammed Lee,0,21/09/16,CA-2014-132262,Logitech M510 Wireless Mouse,26.3934,2,West,,79.98,Consumer,23/09/16,First Class,Washington,Accessories
Technology,United States,Muhammed Lee,0,21/09/16,CA-2014-132262,Sony 64GB Class 10 Micro SDHC R40 Memory Card,15.1158,2,West,,71.98,Consumer,23/09/16,First Class,Washington,Accessories
Office Supplies,United States,Emily Burns,0.7,21/09/16,CA-2014-169817,Insertable Tab Indexes For Data Binders,-1.5264,2,East,,1.908,Consumer,25/09/16,Standard Class,Pennsylvania,Binders
Office Supplies,United States,Kean Thornton,0,21/09/16,CA-2014-123351,APC 7 Outlet Network SurgeArrest Surge Protector,24.144,1,South,,80.48,Consumer,25/09/16,Standard Class,Georgia,Appliances
Office Supplies,United States,Doug Bickford,0,21/09/16,CA-2014-133074,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",27.93,7,West,,55.86,Consumer,25/09/16,Standard Class,California,Paper
Office Supplies,United States,Rick Hansen,0,21/09/16,CA-2014-151428,Avery Durable Binders,9.8784,7,Central,,20.16,Consumer,26/09/16,Standard Class,Minnesota,Binders
Office Supplies,United States,Dan Lawera,0.7,21/09/16,US-2014-146878,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",-8.6058,1,South,,12.294,Consumer,27/09/16,Standard Class,Florida,Binders
Office Supplies,United States,Joel Eaton,0,22/09/16,CA-2014-161053,Ibico EB-19 Dual Function Manual Binding System,318.3016,4,South,,691.96,Consumer,23/09/16,First Class,Arkansas,Binders
Technology,United States,Joel Eaton,0,22/09/16,CA-2014-161053,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",15.378,5,South,,34.95,Consumer,23/09/16,First Class,Arkansas,Accessories
Furniture,United States,Logan Currie,0,22/09/16,CA-2014-162789,Eldon 500 Class Desk Accessories,3.9831,1,East,,12.07,Consumer,24/09/16,Second Class,New York,Furnishings
Furniture,United States,Erica Hernandez,0,22/09/16,CA-2014-167381,O'Sullivan 4-Shelf Bookcase in Odessa Pine,41.1332,2,Central,,241.96,Home Office,24/09/16,Second Class,Michigan,Bookcases
Office Supplies,United States,Erica Hernandez,0,22/09/16,CA-2014-167381,Avery 511,13.3056,9,Central,,27.72,Home Office,24/09/16,Second Class,Michigan,Labels
Technology,United States,Christina Anderson,0,22/09/16,CA-2014-122196,GE 30524EE4,113.6742,2,East,,391.98,Consumer,24/09/16,First Class,Delaware,Phones
Technology,United States,Logan Currie,0,22/09/16,CA-2014-162789,WD My Passport Ultra 2TB Portable External Hard Drive,171.36,9,East,,1071,Consumer,24/09/16,Second Class,New York,Accessories
Office Supplies,United States,Shaun Chance,0.2,22/09/16,CA-2014-136000,GBC Poly Designer Binding Covers,14.5638,3,East,,40.176,Corporate,25/09/16,Second Class,New York,Binders
Office Supplies,United States,Joseph Airdo,0.7,22/09/16,CA-2014-158379,Clear Mylar Reinforcing Strips,-4.2987,1,East,,5.607,Consumer,26/09/16,Second Class,Pennsylvania,Binders
Office Supplies,United States,Joseph Airdo,0.2,22/09/16,CA-2014-158379,Martin Yale Chadless Opener Electric Letter Opener,-1049.3406,7,East,,4663.736,Consumer,26/09/16,Second Class,Pennsylvania,Supplies
Office Supplies,United States,Jim Epp,0,22/09/16,CA-2014-166317,ACCOHIDE Binder by Acco,15.5288,8,Central,,33.04,Corporate,26/09/16,Standard Class,Wisconsin,Binders
Office Supplies,United States,Jim Epp,0,22/09/16,CA-2014-166317,Xerox 1940,107.7216,4,Central,,219.84,Corporate,26/09/16,Standard Class,Wisconsin,Paper
Office Supplies,United States,Michael Granlund,0,22/09/16,CA-2014-102967,"Tenex Personal Project File with Scoop Front Design, Black",17.524,5,East,,67.4,Home Office,26/09/16,Standard Class,New Hampshire,Storage
Technology,United States,Joseph Airdo,0.2,22/09/16,CA-2014-158379,Logitech Wireless Marathon Mouse M705,22.9954,2,East,,79.984,Consumer,26/09/16,Second Class,Pennsylvania,Accessories
Technology,United States,Jim Epp,0,22/09/16,CA-2014-166317,Logitech Desktop MK120 Mouse and keyboard Combo,9.816,6,Central,,98.16,Corporate,26/09/16,Standard Class,Wisconsin,Accessories
Technology,United States,Jim Epp,0,22/09/16,CA-2014-166317,AT&T CL82213,25.2213,3,Central,,86.97,Corporate,26/09/16,Standard Class,Wisconsin,Phones
Office Supplies,United States,Peter Bühler,0,22/09/16,CA-2014-161970,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",6.4584,3,South,,17.94,Consumer,27/09/16,Standard Class,Georgia,Art
Office Supplies,United States,Peter Bühler,0,22/09/16,CA-2014-161970,Xerox 219,6.2208,2,South,,12.96,Consumer,27/09/16,Standard Class,Georgia,Paper
Office Supplies,United States,Sally Hughsby,0.8,22/09/16,US-2014-108245,Insertable Tab Post Binder Dividers,-18.5262,7,Central,,11.228,Corporate,27/09/16,Standard Class,Texas,Binders
Office Supplies,United States,Sally Hughsby,0.2,22/09/16,US-2014-108245,Staple envelope,5.022,3,Central,,13.392,Corporate,27/09/16,Standard Class,Texas,Envelopes
Office Supplies,United States,Berenike Kampe,0,22/09/16,CA-2014-117009,Fiskars Softgrip Scissors,6.1488,2,West,,21.96,Consumer,28/09/16,Standard Class,California,Supplies
Office Supplies,United States,David Wiener,0,22/09/16,US-2014-103226,Southworth 25% Cotton Linen-Finish Paper & Envelopes,12.231,3,West,,27.18,Corporate,28/09/16,Standard Class,New Mexico,Paper
Office Supplies,United States,Doug O'Connell,0,23/09/16,CA-2014-102309,Xerox 225,6.2208,2,South,,12.96,Consumer,25/09/16,Second Class,Arkansas,Paper
Office Supplies,United States,Don Weiss,0,23/09/16,CA-2014-132521,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,33.5888,2,West,,119.96,Consumer,25/09/16,Second Class,Washington,Appliances
Office Supplies,United States,Don Weiss,0.2,23/09/16,CA-2014-132521,Avery Printable Repositionable Plastic Tabs,2.322,1,West,,6.88,Consumer,25/09/16,Second Class,Washington,Binders
Office Supplies,United States,Don Weiss,0,23/09/16,CA-2014-132521,Sterilite Officeware Hinged File Box,8.4888,3,West,,31.44,Consumer,25/09/16,Second Class,Washington,Storage
Office Supplies,United States,Maya Herman,0.2,23/09/16,CA-2014-103520,Xerox 1899,3.3524,2,Central,,9.248,Corporate,25/09/16,First Class,Texas,Paper
Technology,United States,Doug O'Connell,0,23/09/16,CA-2014-102309,Microsoft Wireless Mobile Mouse 4000,63.984,5,South,,199.95,Consumer,25/09/16,Second Class,Arkansas,Accessories
Office Supplies,United States,Bobby Elias,0.2,23/09/16,CA-2014-121314,Xerox 1941,88.074,3,South,,251.64,Consumer,26/09/16,First Class,Florida,Paper
Office Supplies,United States,Kristina Nunn,0.2,23/09/16,CA-2014-138422,Wausau Papers Astrobrights Colored Envelopes,5.2026,3,West,,14.352,Home Office,26/09/16,First Class,Colorado,Envelopes
Furniture,United States,Brooke Gillingham,0.2,23/09/16,CA-2014-121412,Aluminum Document Frame,3.666,3,West,,29.328,Corporate,27/09/16,Standard Class,Colorado,Furnishings
Office Supplies,United States,Lena Cacioppo,0.8,23/09/16,US-2014-125647,Euro Pro Shark Stick Mini Vacuum,-197.5752,6,Central,,73.176,Consumer,28/09/16,Standard Class,Illinois,Appliances
Office Supplies,United States,Lena Cacioppo,0.2,23/09/16,US-2014-125647,Xerox 217,7.2576,4,Central,,20.736,Consumer,28/09/16,Standard Class,Illinois,Paper
Technology,United States,Lena Cacioppo,0.2,23/09/16,US-2014-125647,OtterBox Commuter Series Case - Samsung Galaxy S4,-8.9964,2,Central,,39.984,Consumer,28/09/16,Standard Class,Illinois,Phones
Furniture,United States,Arthur Prichep,0.7,23/09/16,US-2014-132059,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",-240.784,2,West,,180.588,Consumer,29/09/16,Standard Class,Colorado,Bookcases
Technology,United States,Bill Donatelli,0,23/09/16,CA-2014-117485,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,102.186,4,Central,,291.96,Consumer,29/09/16,Standard Class,Oklahoma,Accessories
Technology,United States,Arthur Prichep,0.2,23/09/16,US-2014-132059,Belkin F8E887 USB Wired Ergonomic Keyboard,0.5998,2,West,,47.984,Consumer,29/09/16,Standard Class,Colorado,Accessories
Furniture,United States,Duane Benoit,0.2,23/09/16,CA-2014-121853,GuestStacker Chair with Chrome Finish Legs,59.4816,2,West,Yes,594.816,Consumer,29/09/16,Standard Class,California,Chairs
Office Supplies,United States,Duane Benoit,0.2,23/09/16,CA-2014-121853,Ibico Plastic Spiral Binding Combs,23.712,3,West,Yes,72.96,Consumer,29/09/16,Standard Class,California,Binders
Office Supplies,United States,Duane Benoit,0,23/09/16,CA-2014-121853,Xerox 1909,97.0784,8,West,Yes,211.04,Consumer,29/09/16,Standard Class,California,Paper
Office Supplies,United States,Bruce Stewart,0,23/09/16,CA-2014-123778,APC 7 Outlet Network SurgeArrest Surge Protector,48.288,2,West,,160.96,Consumer,30/09/16,Standard Class,California,Appliances
Office Supplies,United States,Bruce Stewart,0.2,23/09/16,CA-2014-123778,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",9.0384,6,West,,25.824,Consumer,30/09/16,Standard Class,California,Binders
